ID,application_date,generic_score,generic_score2,generic_score3,generic_score4,income_trend_score,indebtedness_score,loan_amount,loan_term,aggregator_group,age,region,social_accounts,social_score,job_sector,associate_flag,mortgage_flag,num_searches,num_accounts_closed,num_transactions,num_pi_records,num_months_pi_recorded,num_defaults,num_months_since_last_default,num_settled_good,num_settled_good_l6m,num_delinquents,num_of_revolving_accounts
58668,2021-03,1095,584,1525,1.41,1.05,3,7000,36,Loan Saving Expert,53,Scotland,3,56,6.0,1,0,-2,5,73.0,0,0,0,0,9,1,0,0
58305,2021-06,1040,672,1374,1.34,0.76,8,5000,24,Best Loans Warehouse,40,West Midlands,1,30,2.0,1,1,-2,2,47.0,0,0,0,0,3,1,0,0
60403,2021-01,836,690,384,1.08,-0.33,12,5000,12,Best Loans Warehouse,27,London,3,58,4.0,0,0,-2,0,66.0,0,0,1,20,4,1,1,0
58221,2020-02,1114,791,748,-1.43,1.15,1,5000,60,Other,28,North West,6,88,2.0,1,1,-2,5,83.0,0,0,0,0,9,5,0,1
58914,2021-05,778,677,1058,1.0,-0.63,12,2000,24,Loan Saving Expert,63,East Midlands,1,24,3.0,0,1,1,3,33.0,0,0,2,36,2,0,2,1
62594,2021-05,916,734,366,1.18,0.1,6,10000,60,Other,35,South West,6,111,,1,0,-2,3,14.0,0,0,0,0,6,0,0,1
59056,2021-07,761,636,979,-0.98,-0.72,26,2000,36,Best Loans Warehouse,41,Yorkshire and The Humber,2,49,5.0,0,0,0,4,3.0,1,49,4,55,2,0,4,0
58106,2020-07,756,789,390,0.97,-0.75,-2,6000,18,Best Loans Warehouse,29,East of England,3,61,9.0,0,0,0,0,15.0,0,0,0,0,0,0,0,0
56918,2020-08,661,632,1177,-0.85,-1.26,46,3000,36,Best Loans Warehouse,48,West Midlands,0,16,1.0,0,0,-2,2,13.0,0,0,2,72,8,0,2,1
60484,2020-10,666,590,66,-0.86,-1.23,16,1500,18,Best Loans Warehouse,23,Yorkshire and The Humber,3,44,8.0,1,0,0,1,19.0,0,0,0,0,9,8,0,1
59437,2021-03,814,609,392,1.05,-0.44,-2,4000,60,Best Loans Warehouse,48,East Midlands,6,122,5.0,0,0,0,1,56.0,0,0,0,0,6,0,0,0
61564,2021-09,1315,780,1057,1.69,2.21,0,10000,60,Best Loans Warehouse,37,West Midlands,6,92,3.0,1,1,-2,0,50.0,0,0,0,0,9,2,0,1
57654,2020-09,1052,647,476,-1.35,0.82,3,10000,60,Get Loans Marketplace,45,South West,2,55,,0,0,-2,3,2.0,0,0,0,0,1,0,0,-2
62094,2021-01,536,520,270,0.69,-1.92,16,5000,36,Best Loans Warehouse,29,West Midlands,5,83,3.0,1,1,0,2,28.0,0,0,0,0,3,2,0,0
57363,2020-03,838,641,874,-1.08,-0.32,5,2000,36,Best Loans Warehouse,38,Yorkshire and The Humber,3,78,1.0,1,0,0,5,89.0,0,0,2,53,5,2,3,2
58499,2021-01,1119,870,1355,-1.44,1.17,2,25000,60,Best Loans Warehouse,41,East of England,2,59,2.0,1,1,-2,3,50.0,0,0,0,0,9,0,0,1
62179,2021-01,656,642,690,0.84,-1.28,26,5000,60,Best Loans Warehouse,35,East Midlands,2,41,2.0,1,0,-2,6,26.0,0,0,0,0,6,2,0,6
59639,2021-06,774,753,1348,1.0,-0.66,16,1500,18,Best Loans Warehouse,31,North West,3,60,8.0,0,0,-2,4,76.0,0,0,0,0,5,2,0,2
57329,2021-10,855,815,1279,1.1,-0.23,3,2000,36,Other,55,East Midlands,4,82,,1,0,0,3,,0,0,3,71,9,5,3,3
61093,2020-03,801,652,791,1.03,-0.51,10,2000,24,Best Loans Warehouse,31,West Midlands,6,73,9.0,0,0,-2,3,87.0,0,0,0,0,0,0,0,0
58679,2021-08,715,578,871,-0.92,-0.97,16,7500,36,Get Loans Marketplace,51,South East,0,17,,1,0,-2,6,6.0,0,0,0,0,8,2,0,2
61703,2020-07,908,713,570,-1.17,0.06,1,3000,36,Best Loans Warehouse,57,East Midlands,2,59,5.0,1,1,0,6,7.0,0,0,0,0,9,3,0,2
56969,2021-03,754,526,996,0.97,-0.76,16,7000,36,Best Loans Warehouse,54,East Midlands,5,100,2.0,1,0,-2,0,66.0,0,0,3,72,6,2,3,2
62035,2020-06,1038,725,482,-1.34,0.74,2,11000,48,Loan Saving Expert,42,South East,4,88,1.0,0,0,-2,5,59.0,0,0,0,0,9,3,0,4
57154,2021-12,1033,755,1589,1.33,0.72,4,20000,60,Best Loans Warehouse,31,Scotland,6,98,7.0,0,1,0,6,10.0,0,0,0,0,9,1,0,5
61768,2020-12,1112,685,868,1.43,1.14,3,10000,60,Best Loans Warehouse,31,Scotland,5,106,7.0,1,1,-2,3,30.0,0,0,0,0,3,0,0,1
59562,2021-02,794,844,1300,1.02,-0.55,16,15000,36,Best Loans Warehouse,54,South East,2,37,2.0,0,1,-2,6,97.0,1,59,0,0,9,4,0,3
59138,2020-11,667,869,961,0.86,-1.22,46,10000,24,Best Loans Warehouse,42,East Midlands,5,96,2.0,1,1,-2,1,,0,0,2,21,4,0,2,6
60957,2021-12,827,647,1225,1.06,-0.37,16,12000,48,Best Loans Warehouse,28,London,6,97,2.0,0,0,-2,6,49.0,0,0,1,42,6,1,1,1
58997,2020-09,648,638,624,0.83,-1.32,50,2500,18,Best Loans Warehouse,43,South East,3,59,,0,0,-2,4,52.0,0,0,1,17,7,3,1,2
59260,2021-06,1118,689,978,1.44,1.17,1,3000,36,Other,45,South West,2,46,2.0,1,1,-2,2,21.0,0,0,0,0,9,4,0,1
61148,2020-10,1035,740,825,1.33,0.73,2,10000,60,Loan Saving Expert,44,Scotland,0,19,7.0,1,0,-2,3,48.0,0,0,0,0,3,1,0,1
60087,2020-07,958,641,386,-1.23,0.32,8,10000,36,Best Loans Warehouse,48,Yorkshire and The Humber,4,94,7.0,1,0,-2,0,95.0,0,0,0,0,5,1,0,0
58446,2020-10,1089,794,1309,-1.4,1.02,2,5000,36,Other,33,Scotland,5,83,6.0,1,0,-2,6,40.0,0,0,0,0,9,9,0,2
59256,2021-05,725,1082,707,0.93,-0.92,12,3000,12,Best Loans Warehouse,34,South East,0,11,2.0,1,0,-2,6,82.0,0,0,1,27,2,0,1,2
61370,2020-02,733,706,1231,0.94,-0.87,16,2500,30,Best Loans Warehouse,40,East Midlands,1,24,9.0,0,0,0,5,5.0,0,0,0,0,9,2,0,4
59133,2021-11,1128,847,1218,1.45,1.22,1,16000,60,Best Loans Warehouse,33,East Midlands,3,50,8.0,1,1,0,6,57.0,0,0,0,0,6,1,0,0
58691,2021-04,812,491,646,-1.05,-0.45,30,1500,42,Other,50,Wales,2,41,5.0,1,1,-2,5,84.0,0,0,1,33,9,1,1,0
57745,2020-12,1078,866,742,1.39,0.96,1,9000,60,Best Loans Warehouse,47,South East,1,23,1.0,1,1,1,5,83.0,0,0,0,0,6,1,0,0
61067,2021-02,849,564,459,-1.09,-0.26,16,1500,36,Best Loans Warehouse,45,Wales,5,80,7.0,1,0,-2,5,35.0,0,0,1,31,2,1,1,1
59772,2020-05,994,712,494,1.28,0.51,4,5000,36,Best Loans Warehouse,34,North West,4,76,3.0,0,0,-2,1,32.0,0,0,0,0,7,2,0,3
60715,2020-07,900,1117,1222,-1.16,0.01,1,7500,36,Best Loans Warehouse,57,North West,4,84,1.0,1,1,-2,6,51.0,0,0,0,0,2,0,1,2
59882,2021-09,776,988,974,-1.0,-0.65,16,1800,24,Best Loans Warehouse,27,North East,4,79,6.0,0,0,0,6,63.0,0,0,0,0,2,0,0,0
58071,2021-09,1081,595,481,-1.39,0.97,1,20000,36,Best Loans Warehouse,42,Scotland,6,85,2.0,0,1,-2,6,93.0,0,0,0,0,7,2,0,0
59741,2020-02,762,598,1294,-0.98,-0.72,16,2000,30,Best Loans Warehouse,30,Scotland,0,18,2.0,1,1,0,5,50.0,0,0,0,0,9,9,0,0
60242,2021-06,900,628,1448,-1.16,0.01,12,18000,60,Other,31,South West,1,28,2.0,0,1,-2,4,12.0,0,0,1,15,9,3,1,2
62557,2020-03,771,528,1243,0.99,-0.67,26,3000,24,Loan Saving Expert,42,Scotland,3,57,8.0,1,1,-2,2,55.0,0,0,2,63,9,4,4,1
60210,2021-04,1005,931,823,1.29,0.57,4,10000,48,Best Loans Warehouse,25,North West,5,103,9.0,0,0,-2,4,36.0,0,0,0,0,3,1,0,4
58761,2020-04,825,907,583,-1.06,-0.39,4,6000,48,Best Loans Warehouse,25,South East,1,27,1.0,1,0,0,3,56.0,0,0,0,0,7,4,0,3
58964,2021-10,960,546,712,1.24,0.33,8,5000,36,Best Loans Warehouse,23,South East,3,40,7.0,0,0,-2,2,61.0,0,0,0,0,4,1,0,0
57737,2020-05,1117,552,683,1.44,1.16,2,4000,24,Best Loans Warehouse,28,South East,0,15,1.0,0,0,-2,6,66.0,0,0,0,0,4,2,0,1
56892,2021-01,1004,929,1354,-1.29,0.56,6,6000,60,Best Loans Warehouse,44,North West,5,96,8.0,1,1,0,6,23.0,0,0,0,0,9,2,0,2
58554,2020-03,848,592,1368,-1.09,-0.26,8,10000,12,Best Loans Warehouse,26,South East,4,91,2.0,0,1,-2,6,36.0,0,0,0,0,2,1,0,2
61322,2020-11,1274,664,1242,1.64,2.0,0,15000,60,Best Loans Warehouse,51,Scotland,6,88,4.0,0,1,-2,6,37.0,0,0,0,0,7,0,0,3
59052,2020-12,1069,651,817,-1.38,0.91,2,7000,36,Other,42,West Midlands,0,14,2.0,1,1,-2,0,50.0,0,0,0,0,1,0,0,0
60800,2020-06,659,781,501,-0.85,-1.27,26,10000,48,Best Loans Warehouse,28,London,4,63,4.0,1,0,-2,6,7.0,1,52,0,0,9,4,0,3
58864,2020-02,765,792,1079,-0.98,-0.7,16,5000,36,Best Loans Warehouse,47,West Midlands,2,31,8.0,0,0,-2,5,36.0,0,0,0,0,8,0,4,0
60621,2021-11,989,575,743,-1.27,0.48,1,3000,36,Other,55,North West,2,54,3.0,0,0,-2,5,86.0,0,0,0,0,4,2,0,1
60591,2021-11,734,472,914,-0.94,-0.87,26,2300,12,Best Loans Warehouse,31,North West,1,30,2.0,0,0,-2,6,7.0,0,0,0,0,5,1,0,0
60394,2020-06,900,548,996,-1.16,0.01,16,2000,12,Best Loans Warehouse,35,London,5,110,2.0,0,0,-2,0,40.0,0,0,1,59,9,1,1,1
61738,2020-05,900,566,480,1.16,0.01,12,4000,48,Best Loans Warehouse,28,West Midlands,6,132,9.0,1,1,-2,4,8.0,0,0,2,21,3,2,2,1
56955,2020-07,1068,895,796,1.37,0.9,1,13000,48,Best Loans Warehouse,37,North West,3,71,2.0,0,0,-2,1,54.0,0,0,0,0,4,0,0,2
58542,2021-02,837,589,599,1.08,-0.32,26,4000,24,Best Loans Warehouse,31,South East,3,46,5.0,0,0,-2,0,61.0,0,0,2,43,9,0,2,1
58619,2021-05,892,1146,1228,-1.15,-0.03,6,25000,60,Best Loans Warehouse,35,East of England,4,82,8.0,1,1,2,1,77.0,0,0,0,0,9,2,0,2
62447,2021-12,943,1032,1001,1.21,0.24,6,3000,36,Best Loans Warehouse,52,Wales,0,10,7.0,1,1,-2,2,64.0,0,0,0,0,3,0,0,3
61116,2021-11,856,647,1196,-1.1,-0.22,10,5000,36,Loan Saving Expert,48,Scotland,5,95,2.0,0,0,0,4,11.0,0,0,2,48,3,2,2,0
58790,2021-02,788,687,1250,1.01,-0.58,12,10000,24,Best Loans Warehouse,37,South East,6,98,1.0,0,0,-2,1,64.0,0,0,0,0,6,2,0,4
61282,2021-12,924,523,834,1.19,0.14,8,4000,48,Best Loans Warehouse,33,East Midlands,0,10,5.0,1,1,-2,4,29.0,0,0,0,0,9,2,0,2
57519,2021-01,1113,966,767,1.43,1.14,2,10000,48,Best Loans Warehouse,45,East of England,0,10,2.0,1,1,-2,1,,0,0,0,0,2,0,0,0
58341,2021-10,1092,483,1542,1.41,1.03,5,3000,24,Best Loans Warehouse,23,North West,0,18,5.0,0,0,-2,1,61.0,0,0,0,0,6,1,0,1
59477,2021-11,763,939,723,0.98,-0.71,19,2000,30,Best Loans Warehouse,29,London,6,85,3.0,1,1,0,1,82.0,0,0,0,0,6,0,0,0
58932,2020-07,735,649,1121,0.95,-0.86,4,5000,12,Other,28,East Midlands,1,34,8.0,0,0,0,4,20.0,2,57,0,0,7,2,0,2
57685,2021-08,1172,671,628,1.51,1.46,1,10000,60,Best Loans Warehouse,38,West Midlands,3,76,1.0,0,0,0,2,15.0,0,0,0,0,9,2,0,2
57287,2020-03,617,636,307,-0.79,-1.49,46,5000,60,Best Loans Warehouse,34,South East,0,11,3.0,1,0,0,4,33.0,0,0,0,0,9,6,0,2
61633,2020-09,1114,1370,1224,1.43,1.15,2,16000,60,Best Loans Warehouse,52,South West,3,74,2.0,1,1,-2,1,76.0,0,0,0,0,4,1,0,0
60852,2020-05,919,909,1073,1.18,0.11,2,3500,60,Best Loans Warehouse,35,East Midlands,4,73,2.0,0,0,0,6,34.0,0,0,0,0,9,5,0,0
60645,2021-03,1116,601,1712,1.44,1.16,1,10000,60,Get Loans Marketplace,49,Wales,3,74,,1,1,-2,6,47.0,0,0,0,0,9,3,0,3
61569,2021-02,935,598,1135,1.2,0.2,2,15000,60,Best Loans Warehouse,30,East Midlands,5,117,6.0,1,0,0,5,41.0,0,0,0,0,9,9,0,0
57370,2020-01,1187,782,845,1.53,1.54,1,8000,60,Best Loans Warehouse,45,North West,5,94,5.0,1,1,-2,3,66.0,0,0,0,0,3,1,0,2
58937,2021-02,854,597,836,1.1,-0.23,4,3000,18,Best Loans Warehouse,27,North West,1,37,7.0,0,0,-2,6,44.0,0,0,0,0,7,0,0,3
58632,2020-01,1097,802,517,1.41,1.06,2,15000,48,Best Loans Warehouse,30,South West,6,94,1.0,1,0,-2,5,28.0,0,0,0,0,2,0,0,1
61052,2020-07,893,616,665,-1.15,-0.02,4,8000,48,Best Loans Warehouse,37,East Midlands,3,59,2.0,0,1,-2,2,45.0,0,0,0,0,9,3,0,3
59172,2021-11,720,648,930,-0.93,-0.94,12,3000,36,Best Loans Warehouse,53,Scotland,6,91,1.0,0,0,-2,1,13.0,0,0,0,0,9,3,0,2
58669,2021-07,1078,484,614,-1.39,0.96,2,5000,18,Best Loans Warehouse,48,South East,4,88,4.0,0,1,-2,3,82.0,0,0,0,0,3,0,0,1
57811,2021-04,846,1112,822,-1.09,-0.27,16,1500,36,Best Loans Warehouse,35,East Midlands,2,38,2.0,1,1,0,2,94.0,0,0,2,67,9,4,2,0
61404,2021-10,1108,757,540,-1.43,1.12,4,5000,36,Best Loans Warehouse,56,North West,1,29,6.0,1,1,-2,2,66.0,0,0,0,0,9,0,0,3
58053,2021-08,1044,565,564,1.34,0.78,2,10000,48,Best Loans Warehouse,57,North West,2,43,4.0,0,0,-2,5,69.0,0,0,0,0,8,3,0,2
60530,2020-04,933,785,1327,-1.2,0.19,5,3000,36,Best Loans Warehouse,38,London,1,32,4.0,1,0,-2,6,3.0,0,0,0,0,7,2,0,1
57468,2021-01,1133,847,989,-1.46,1.25,1,10000,48,Best Loans Warehouse,29,North West,5,69,5.0,0,1,0,6,88.0,0,0,0,0,9,2,0,1
57830,2020-05,824,875,428,1.06,-0.39,6,5000,24,Best Loans Warehouse,27,London,4,87,1.0,0,1,0,1,63.0,0,0,0,0,4,2,0,6
57965,2020-07,914,610,1360,-1.18,0.09,8,5000,48,Best Loans Warehouse,30,East Midlands,5,61,9.0,0,1,-2,6,63.0,0,0,0,0,9,2,0,2
61339,2021-03,1067,535,553,-1.37,0.9,8,6000,36,Best Loans Warehouse,32,South East,1,35,7.0,1,0,0,4,19.0,0,0,0,0,9,5,0,2
58129,2020-01,1044,586,476,-1.34,0.78,1,10000,48,Best Loans Warehouse,45,Wales,6,109,1.0,1,1,0,3,38.0,0,0,0,0,7,4,0,4
59087,2020-10,711,651,261,-0.92,-0.99,16,3000,30,Best Loans Warehouse,34,South East,4,50,6.0,0,0,-2,4,62.0,0,0,0,0,1,0,0,4
59061,2020-07,951,564,527,-1.22,0.28,8,2000,24,Best Loans Warehouse,29,South East,6,126,3.0,0,0,-2,1,45.0,0,0,0,0,3,1,0,2
62216,2020-05,1085,1160,515,1.4,0.99,2,7000,36,Best Loans Warehouse,38,Wales,0,16,4.0,1,1,-2,6,18.0,0,0,0,0,0,0,0,1
62380,2021-03,990,700,1190,-1.27,0.49,4,1800,48,Other,48,Yorkshire and The Humber,0,13,,1,0,0,0,49.0,0,0,0,0,4,3,0,0
57367,2021-04,792,844,972,1.02,-0.56,4,5000,60,Best Loans Warehouse,35,South East,6,98,8.0,1,0,0,0,97.0,0,0,1,67,3,2,1,0
58170,2020-05,900,1166,1486,1.16,0.01,16,5000,30,Best Loans Warehouse,35,South East,1,24,1.0,0,0,0,1,33.0,1,64,1,54,9,4,1,2
57459,2021-12,1043,970,887,-1.34,0.77,4,10000,60,Other,29,East of England,6,85,2.0,0,1,0,5,,0,0,0,0,9,4,0,2
61474,2021-07,980,957,1122,-1.26,0.44,3,5000,24,Best Loans Warehouse,32,East Midlands,6,132,8.0,0,0,-2,3,65.0,0,0,0,0,9,1,0,5
57784,2020-01,1111,1206,1395,-1.43,1.13,2,14000,60,Best Loans Warehouse,41,Scotland,4,80,7.0,1,1,-2,0,31.0,0,0,0,0,9,0,0,2
60603,2020-01,1050,682,1500,1.35,0.81,1,8000,30,Best Loans Warehouse,37,Wales,5,91,2.0,1,1,-2,4,80.0,0,0,0,0,3,0,0,1
60120,2020-02,1008,714,748,1.3,0.59,2,12000,60,Best Loans Warehouse,50,South East,1,30,1.0,1,0,0,1,90.0,0,0,0,0,9,7,0,2
58196,2020-10,609,587,373,0.78,-1.53,26,2500,12,Best Loans Warehouse,30,East of England,3,44,2.0,0,0,0,0,50.0,0,0,0,0,5,2,0,0
57599,2021-09,997,525,473,-1.28,0.53,6,2000,24,Get Loans Marketplace,60,London,0,13,,1,0,0,3,71.0,0,0,0,0,7,2,0,1
62292,2020-10,725,888,821,-0.93,-0.92,16,10000,48,Best Loans Warehouse,21,South East,3,78,5.0,0,0,0,5,86.0,0,0,0,0,6,2,0,1
57954,2020-12,855,772,1047,-1.1,-0.23,12,8000,48,Best Loans Warehouse,35,East of England,0,12,2.0,1,0,-2,3,14.0,0,0,0,0,5,1,0,0
57293,2021-03,1059,786,489,-1.36,0.86,2,1500,18,Best Loans Warehouse,37,Wales,5,99,7.0,0,0,-2,5,,0,0,0,0,7,5,0,0
56894,2021-04,1092,759,1476,-1.41,1.03,1,7500,30,Best Loans Warehouse,26,East Midlands,6,122,2.0,1,1,0,5,25.0,0,0,0,0,4,1,0,2
61714,2021-09,900,856,920,-1.16,0.01,0,5000,36,Loan Saving Expert,50,South East,6,85,1.0,1,0,-2,0,94.0,1,47,0,0,5,3,0,0
57111,2020-10,900,873,1390,1.16,0.01,8,5000,60,Best Loans Warehouse,32,East of England,2,36,3.0,0,0,-2,4,84.0,0,0,1,71,4,1,1,1
62502,2020-10,502,551,402,-0.65,-2.1,50,5000,30,Best Loans Warehouse,39,Yorkshire and The Humber,1,37,2.0,0,0,-2,6,63.0,0,0,0,0,9,6,0,6
57733,2021-08,748,939,428,-0.96,-0.79,6,2500,18,Best Loans Warehouse,40,North West,1,28,3.0,1,0,-2,4,14.0,2,27,0,0,8,3,0,1
57492,2020-11,1069,566,1299,-1.38,0.91,1,25000,48,Other,46,North East,3,68,2.0,1,0,-2,1,44.0,0,0,0,0,9,6,0,0
61386,2021-01,602,655,880,-0.77,-1.57,26,4000,24,Other,30,East Midlands,2,58,9.0,0,0,0,6,85.0,0,0,0,0,9,2,0,0
62394,2021-09,905,538,781,1.16,0.04,16,1500,36,Loan Saving Expert,34,West Midlands,6,133,5.0,0,1,-2,1,87.0,0,0,0,0,9,2,0,2
57579,2021-04,755,934,833,0.97,-0.76,12,13500,48,Best Loans Warehouse,33,South West,4,59,1.0,0,0,-2,2,74.0,0,0,0,0,3,1,0,4
57565,2020-05,970,992,1146,1.25,0.38,2,25000,60,Other,53,South East,2,35,3.0,1,1,0,6,,0,0,0,0,5,0,0,6
57759,2021-09,1086,680,1342,-1.4,1.0,1,5000,60,Best Loans Warehouse,39,West Midlands,3,41,8.0,1,1,-2,4,51.0,0,0,0,0,2,0,0,0
62307,2021-01,979,607,1129,-1.26,0.43,5,8600,36,Other,37,East Midlands,1,38,9.0,0,0,0,0,51.0,0,0,0,0,9,9,0,2
60400,2020-05,730,703,420,-0.94,-0.89,19,5500,60,Best Loans Warehouse,35,Yorkshire and The Humber,4,79,3.0,0,0,0,1,,0,0,2,34,9,2,2,2
57736,2021-09,695,547,679,-0.89,-1.07,16,3000,60,Best Loans Warehouse,41,South West,0,10,5.0,1,0,1,4,77.0,0,0,0,0,9,7,0,0
60288,2020-04,900,617,986,-1.16,0.01,12,5000,60,Best Loans Warehouse,37,North West,3,50,2.0,1,1,-2,6,84.0,0,0,1,35,9,7,1,1
61570,2021-10,1324,564,844,1.7,2.26,0,7000,48,Best Loans Warehouse,39,South West,6,99,7.0,1,1,-2,4,,0,0,0,0,5,2,0,0
60395,2021-05,1180,564,1458,1.52,1.5,1,25000,60,Best Loans Warehouse,42,London,2,41,1.0,1,1,-2,6,60.0,0,0,0,0,5,2,0,3
57055,2021-05,1056,549,1092,-1.36,0.84,6,20000,60,Best Loans Warehouse,38,West Midlands,2,54,3.0,1,1,-2,1,40.0,0,0,0,0,4,0,0,6
60706,2020-06,873,814,875,-1.12,-0.13,12,20000,60,Best Loans Warehouse,52,West Midlands,4,69,5.0,1,1,-2,4,6.0,0,0,1,32,6,1,1,3
62143,2020-05,862,1175,948,1.11,-0.19,3,5000,60,Other,50,Scotland,1,28,2.0,0,1,-2,5,76.0,0,0,0,0,9,2,0,2
57698,2020-11,718,489,568,0.92,-0.95,26,5000,24,Best Loans Warehouse,36,East Midlands,6,92,3.0,0,0,-2,0,97.0,0,0,0,0,8,5,0,4
58903,2021-07,678,715,736,0.87,-1.16,46,5300,60,Best Loans Warehouse,53,North East,5,90,1.0,0,0,-2,3,,0,0,2,25,9,6,2,0
59235,2021-05,977,678,827,1.26,0.42,4,12000,60,Best Loans Warehouse,39,West Midlands,0,11,6.0,0,0,0,2,31.0,0,0,0,0,9,2,0,0
58013,2020-04,874,975,380,-1.12,-0.13,4,8000,60,Loan Saving Expert,33,South East,0,14,1.0,1,0,1,2,87.0,0,0,0,0,5,2,0,0
59828,2020-04,900,767,1340,-1.16,0.01,12,10000,30,Best Loans Warehouse,38,East Midlands,1,38,1.0,1,1,-2,2,79.0,0,0,1,36,5,0,1,0
62208,2020-09,719,835,1097,-0.93,-0.95,26,15000,60,Best Loans Warehouse,47,South East,6,79,1.0,1,0,-2,6,98.0,0,0,0,0,9,3,0,5
57078,2021-05,1206,628,728,1.55,1.64,0,16500,60,Best Loans Warehouse,41,Scotland,2,48,6.0,1,1,-2,4,,0,0,0,0,9,3,0,1
62224,2021-07,990,569,1046,-1.27,0.49,2,1620,36,Other,52,East of England,3,55,,1,0,0,5,7.0,0,0,0,0,9,1,0,2
62113,2021-02,900,696,962,-1.16,0.01,12,10000,30,Best Loans Warehouse,30,London,1,35,2.0,0,1,-2,3,26.0,0,0,1,35,9,3,1,1
60538,2021-09,1154,760,892,1.49,1.36,2,3500,12,Best Loans Warehouse,34,West Midlands,5,99,2.0,0,0,-2,2,5.0,0,0,0,0,4,0,0,1
57845,2021-02,1041,600,1481,1.34,0.76,4,15000,12,Best Loans Warehouse,23,North West,4,63,2.0,0,0,-2,6,84.0,0,0,0,0,3,0,0,1
61399,2020-03,849,673,769,1.09,-0.26,-2,3000,36,Other,30,Wales,6,81,5.0,1,0,-2,3,70.0,0,0,0,0,3,0,1,0
62271,2020-08,562,790,462,0.72,-1.78,26,3000,48,Best Loans Warehouse,32,North West,0,12,2.0,1,0,0,3,91.0,0,0,0,0,9,3,0,1
59505,2021-04,931,1204,557,1.2,0.18,4,7500,36,Other,34,South East,5,115,,1,1,1,0,1.0,0,0,0,0,9,8,0,1
58249,2021-04,900,1196,900,1.16,0.01,26,6000,48,Best Loans Warehouse,41,South West,2,39,5.0,1,1,-2,0,82.0,0,0,1,38,3,2,1,1
59884,2021-02,900,889,988,1.16,0.01,1,9000,60,Best Loans Warehouse,43,West Midlands,0,19,2.0,0,1,0,5,4.0,0,0,0,0,9,1,1,4
62386,2021-01,665,525,789,0.86,-1.23,12,10000,60,Other,32,Scotland,6,78,2.0,1,1,0,2,66.0,0,0,0,0,8,2,0,2
56993,2021-07,1121,823,1621,1.44,1.19,4,22000,60,Best Loans Warehouse,59,Yorkshire and The Humber,1,24,9.0,1,1,0,3,73.0,0,0,0,0,9,2,0,2
60251,2020-07,1111,976,957,-1.43,1.13,1,21000,60,Best Loans Warehouse,33,North West,5,107,9.0,1,1,-2,2,,0,0,0,0,5,0,0,2
59693,2021-08,1087,528,1535,-1.4,1.0,1,12000,48,Best Loans Warehouse,27,Yorkshire and The Humber,6,107,1.0,0,0,0,1,77.0,0,0,0,0,9,1,0,1
60875,2021-09,980,624,844,-1.26,0.44,0,15000,48,Best Loans Warehouse,33,London,6,132,9.0,1,0,-2,4,97.0,0,0,0,0,2,1,0,1
61437,2021-06,812,532,1106,-1.05,-0.45,12,6300,36,Best Loans Warehouse,31,London,0,11,8.0,1,0,0,2,55.0,0,0,1,58,9,6,1,1
58464,2020-11,717,891,767,0.92,-0.96,46,5000,48,Best Loans Warehouse,31,South East,5,85,2.0,0,0,0,4,36.0,0,0,1,61,4,1,1,1
57666,2021-06,955,614,1023,1.23,0.3,6,8000,48,Best Loans Warehouse,38,South West,6,123,1.0,1,0,-2,2,99.0,0,0,0,0,0,0,0,1
59305,2021-09,836,1206,790,-1.08,-0.33,12,11500,48,Best Loans Warehouse,36,West Midlands,4,57,9.0,1,1,0,1,,0,0,0,0,7,0,0,1
57305,2020-09,952,695,742,-1.23,0.29,4,5000,60,Best Loans Warehouse,31,East Midlands,2,32,5.0,1,0,0,1,,0,0,0,0,2,0,0,1
61812,2021-10,695,984,577,-0.89,-1.07,16,5000,24,Best Loans Warehouse,23,East of England,5,93,8.0,0,0,0,1,31.0,0,0,0,0,4,0,0,0
59612,2020-05,1180,581,1226,1.52,1.5,1,5800,60,Best Loans Warehouse,34,North West,5,66,4.0,1,1,0,3,12.0,0,0,0,0,9,7,0,0
58191,2020-01,1241,522,1023,-1.6,1.82,1,12000,48,Best Loans Warehouse,41,London,0,19,9.0,1,1,-2,0,,0,0,0,0,4,0,0,1
61256,2021-03,949,558,1395,1.22,0.27,5,2000,12,Best Loans Warehouse,37,Scotland,2,45,7.0,0,0,-2,6,21.0,0,0,0,0,0,0,0,1
56925,2020-02,1038,795,1238,-1.34,0.74,2,7500,60,Other,55,North East,4,84,2.0,1,1,0,1,52.0,0,0,0,0,9,5,0,0
60545,2020-12,897,783,715,-1.15,-0.0,8,9000,36,Best Loans Warehouse,44,East of England,6,94,2.0,0,0,-2,1,95.0,0,0,0,0,4,1,0,4
59036,2021-03,1000,554,456,1.29,0.54,4,10000,60,Best Loans Warehouse,45,West Midlands,5,73,3.0,1,1,-2,3,65.0,0,0,0,0,4,1,0,5
61014,2021-09,1098,1046,1636,-1.41,1.06,3,6000,60,Best Loans Warehouse,41,South East,2,40,2.0,1,1,-2,3,78.0,0,0,0,0,5,1,0,2
58297,2021-02,987,848,1179,1.27,0.47,5,15000,60,Loan Saving Expert,36,London,2,37,2.0,0,0,-2,3,81.0,0,0,0,0,9,2,0,1
57655,2021-01,975,947,1351,-1.25,0.41,4,10000,60,Other,27,Yorkshire and The Humber,4,76,9.0,0,0,-2,6,24.0,0,0,0,0,9,2,0,0
